Aula,Situazione,AP1,AP2,AP3,AP5,AP6,AP8,AP13,AP14,AP15,AP16,AP19,AP21,AP22,AP23,AP24,AP27,AP28,AP36,AP38,AP39,AP41,AP42
E1,Empty,0.2142857142857144,0.0,0.0,0.7142857142857142,0.6545454545454545,0.0,0.3529411764705883,0.14754098360655754,0.8235294117647058,0.7,0.0,0.5625,0.5,0.20000000000000018,0.0,0.0,0.0,0.0,0.5897435897435896,0.1212121212121211,0.0,0.34782608695652195
E1,Empty,0.2142857142857144,0.0,0.10344827586206895,0.5714285714285714,0.6181818181818182,0.0,0.27450980392156854,0.09836065573770503,0.8627450980392156,0.8399999999999999,0.3333333333333335,0.875,0.30769230769230793,0.13333333333333375,0.0,0.0,0.0,0.0,0.5897435897435896,0.1212121212121211,0.8499999999999996,0.30434782608695654
E1,Empty,0.2678571428571428,0.0,0.27586206896551735,0.7142857142857142,0.6909090909090909,0.3333333333333339,0.27450980392156854,0.09836065573770503,0.9215686274509803,0.76,0.29166666666666696,0.78125,0.42307692307692335,0.33333333333333304,0.0,0.0,0.0,0.024390243902439046,0.33333333333333326,0.18181818181818166,0.5999999999999996,0.30434782608695654
E1,Empty,0.1964285714285714,0.0,0.27586206896551735,0.7755102040816326,0.6727272727272728,0.44444444444444464,0.17647058823529416,0.11475409836065587,0.9411764705882353,0.76,0.29166666666666696,0.84375,0.2692307692307696,0.2666666666666666,0.0,0.38888888888888884,0.17499999999999982,0.024390243902439046,0.5641025641025639,0.1212121212121211,0.5999999999999996,0.34782608695652195
E1,Empty,0.1964285714285714,0.0,0.2068965517241379,0.7755102040816326,0.6727272727272728,0.44444444444444464,0.3137254901960784,0.08196721311475419,0.9411764705882353,0.7,0.29166666666666696,0.84375,0.42307692307692335,0.2666666666666666,0.0,0.25,0.17499999999999982,0.024390243902439046,0.3846153846153846,0.15151515151515138,0.39999999999999947,0.13043478260869623
E1,Empty,0.2678571428571428,0.0,0.1379310344827589,0.7346938775510203,0.8,0.22222222222222232,0.37254901960784315,0.18032786885245922,0.8627450980392156,0.74,0.625,0.84375,0.3846153846153846,0.4666666666666668,0.0,0.2777777777777777,0.17499999999999982,0.024390243902439046,0.3846153846153846,0.18181818181818166,0.39999999999999947,0.17391304347826075
E1,Empty,0.1785714285714286,0.0,0.24137931034482785,0.7551020408163265,0.6909090909090909,0.2777777777777777,0.392156862745098,0.1311475409836067,0.8627450980392156,0.94,0.625,0.84375,0.2692307692307696,0.20000000000000018,0.0,0.2777777777777777,0.17499999999999982,0.024390243902439046,0.3846153846153846,0.18181818181818166,0.39999999999999947,0.30434782608695654
E1,Empty,0.1785714285714286,0.0,0.24137931034482785,0.7551020408163265,0.7818181818181819,0.2777777777777777,0.4509803921568627,0.1311475409836067,0.8235294117647058,0.74,0.625,0.84375,0.42307692307692335,0.40000000000000036,0.0,0.2777777777777777,0.17499999999999982,0.024390243902439046,0.3846153846153846,0.3030303030303032,0.39999999999999947,0.43478260869565233
E1,Empty,0.2142857142857144,0.08771929824561409,0.24137931034482785,0.7142857142857142,0.8545454545454546,0.2777777777777777,0.392156862745098,0.21311475409836067,0.9019607843137254,0.7999999999999998,0.541666666666667,0.84375,0.42307692307692335,0.2666666666666666,0.0,0.4444444444444442,0.17499999999999982,0.07317073170731714,0.4358974358974357,0.3030303030303032,0.5999999999999996,0.6086956521739131
E1,Empty,0.14285714285714302,0.08771929824561409,0.24137931034482785,0.8163265306122447,0.7454545454545455,0.2777777777777777,0.392156862745098,0.21311475409836067,0.9019607843137254,0.6799999999999999,0.541666666666667,0.40625,0.1923076923076925,0.2666666666666666,0.0,0.4722222222222221,0.17499999999999982,0.07317073170731714,0.4358974358974357,0.3333333333333335,0.75,0.5652173913043481
