Aula,Situazione,AP1,AP2,AP3,AP4,AP5,AP6,AP8,AP9,AP13,AP14,AP15,AP16,AP19,AP20,AP21,AP22,AP23,AP24,AP27,AP28,AP36,AP37,AP38,AP39,AP41,AP42,AP44
Garden,Empty,,,-83.0,-93.0,,,-88.0,-88.0,-89.0,,-87.0,-92.0,-84.0,-88.0,-81.0,-92.0,-87.0,-89.0,,,,,,,-82.0,-87.0,-84.0
Garden,Empty,,,-76.0,-93.0,,,-88.0,-88.0,-89.0,,-85.0,-92.0,-84.0,-88.0,-81.0,-96.0,-87.0,-92.0,,,,,,,-82.0,-82.0,-95.0
Garden,Empty,,,-76.0,-93.0,,,-81.0,-88.0,-89.0,,-85.0,-92.0,-84.0,-88.0,-81.0,-96.0,-87.0,-92.0,,,,,,,-86.0,-85.0,-92.0
Garden,Empty,-85.0,,-81.0,-94.0,,,-81.0,-88.0,-89.0,,-88.0,-92.0,-84.0,-88.0,-85.0,-96.0,-87.0,-92.0,,,,,,,-86.0,-91.0,-91.0
Garden,Empty,-83.0,,-81.0,-94.0,,,-81.0,-88.0,-89.0,,-82.0,-92.0,-85.0,-88.0,-87.0,-96.0,-87.0,-92.0,,,-88.0,,,,-86.0,-88.0,-91.0
Garden,Empty,-83.0,,-81.0,-94.0,,,-81.0,-88.0,-89.0,,-82.0,-92.0,-85.0,-88.0,-87.0,-96.0,-87.0,-92.0,,,-88.0,,,,-82.0,-88.0,-93.0
Garden,Empty,-85.0,,-82.0,-94.0,,,-78.0,-88.0,,,-82.0,-92.0,-85.0,,-87.0,-96.0,,-92.0,,,-88.0,,,,-82.0,-84.0,-91.0
Garden,Empty,-85.0,,-80.0,-94.0,,,-78.0,-87.0,,,-82.0,,-85.0,,-80.0,-96.0,,-92.0,,,-88.0,,,,-82.0,-89.0,-84.0
Garden,Empty,-85.0,,-80.0,-94.0,,,-78.0,-83.0,,,-82.0,,-85.0,,-83.0,-95.0,,-92.0,,,-88.0,,,,-82.0,-93.0,-90.0
Garden,Empty,-88.0,,-80.0,-94.0,,,-84.0,-84.0,,,-82.0,,-85.0,-95.0,-83.0,-95.0,,-92.0,,,-88.0,,,,-82.0,-88.0,-87.0
Garden,Empty,-88.0,,-76.0,-94.0,-85.0,,-84.0,-95.0,,,-82.0,,-83.0,-95.0,-83.0,-95.0,,-92.0,,,-88.0,,-83.0,,-82.0,-90.0,-92.0
Garden,Empty,-88.0,,-76.0,-94.0,-85.0,,-84.0,-95.0,,,-85.0,,-84.0,-95.0,-84.0,-95.0,,-88.0,,,-88.0,,-83.0,-93.0,-82.0,-90.0,-90.0
Garden,Empty,-88.0,,-81.0,-94.0,-85.0,,-84.0,-90.0,,,-80.0,,-81.0,-95.0,-86.0,-95.0,-86.0,-95.0,,,,,-83.0,-93.0,-80.0,-84.0,-91.0
Garden,Empty,-88.0,,-81.0,-95.0,-85.0,,-84.0,-90.0,,,-82.0,,-81.0,-95.0,-78.0,-95.0,-86.0,-95.0,,,,,-83.0,-93.0,-80.0,-86.0,-91.0
Garden,Empty,-88.0,,-75.0,-95.0,-85.0,,-82.0,-93.0,,,-82.0,,-81.0,-95.0,-82.0,-95.0,-86.0,-95.0,,,,,-83.0,-93.0,-80.0,-95.0,-91.0
Garden,Empty,-88.0,,-77.0,-95.0,-85.0,,-82.0,-93.0,,,-84.0,,-81.0,-95.0,-79.0,-95.0,-86.0,-91.0,,,,,-83.0,-93.0,-80.0,-91.0,-91.0
Garden,Empty,-88.0,,-77.0,-95.0,-85.0,,-82.0,-92.0,,,-84.0,,-81.0,-95.0,-76.0,-95.0,-86.0,-91.0,,,,,-83.0,-93.0,-80.0,-91.0,-91.0
Garden,Empty,-88.0,,-84.0,-93.0,,,-82.0,-92.0,-85.0,,-84.0,,-81.0,,-85.0,-95.0,-86.0,-91.0,,,,,,-93.0,-80.0,-91.0,-91.0
Garden,Empty,,,-78.0,-93.0,,-94.0,-76.0,-92.0,-85.0,-94.0,-84.0,,-84.0,,-83.0,-95.0,,-93.0,,,,,,,,-91.0,-92.0
Garden,Empty,,,-78.0,-93.0,,-94.0,-78.0,-92.0,-85.0,-94.0,-84.0,,-83.0,,-81.0,-95.0,-86.0,-97.0,,,,,,,,-87.0,-92.0
Garden,Empty,,,-78.0,-93.0,,-94.0,-80.0,-90.0,-85.0,-94.0,-84.0,,-83.0,,-82.0,-95.0,-86.0,-91.0,,,,,,,,-89.0,-88.0
Garden,Empty,,,-78.0,-93.0,,-94.0,-82.0,-88.0,-85.0,-94.0,-84.0,,-83.0,,-82.0,-95.0,-86.0,-91.0,,,,,,,,-84.0,-90.0
Garden,Empty,,,-78.0,-93.0,,-94.0,-77.0,-88.0,-85.0,-94.0,,,-83.0,,-82.0,-95.0,-86.0,-91.0,,,,,,,,-91.0,-90.0
Garden,Empty,,,-78.0,-91.0,,-94.0,-78.0,-89.0,-85.0,-94.0,,,-83.0,,-84.0,-95.0,-86.0,-91.0,,,,,,,,-90.0,-90.0
Garden,Empty,,,-78.0,-91.0,,-94.0,-83.0,-89.0,,-94.0,,,-83.0,,-84.0,-96.0,-86.0,-91.0,,,,,,,,-92.0,-90.0
Garden,Empty,,,-82.0,-93.0,,-94.0,-78.0,-89.0,,,,,-83.0,,-84.0,-96.0,-86.0,-90.0,,,,,,,,-92.0,-90.0
Garden,Empty,,,-76.0,-93.0,,,-75.0,-89.0,,,,,-83.0,,-79.0,-94.0,-86.0,-90.0,,,,,,,,-93.0,-90.0
Garden,Empty,,,-81.0,-93.0,,,-75.0,-89.0,,,,,,,-79.0,-94.0,,-90.0,,,,,,,,-89.0,-90.0
Garden,Empty,,,-84.0,-98.0,,,-80.0,-89.0,,-89.0,,,,,-80.0,-93.0,,-90.0,,,,,,,-82.0,-96.0,-95.0
Garden,Empty,,,-84.0,-98.0,,,-82.0,-89.0,,-90.0,,,,,-80.0,-92.0,,-90.0,,,,,,,-82.0,-94.0,-95.0
Garden,Empty,-87.0,,-84.0,-98.0,,,-84.0,-89.0,,-91.0,-89.0,,,,-82.0,-95.0,,-90.0,,,,,,,-82.0,-92.0,-95.0
Garden,Empty,-84.0,,-84.0,-98.0,,,-78.0,,,-91.0,-89.0,,,,-82.0,-95.0,,-90.0,,-95.0,,,,,-82.0,-94.0,-91.0
Garden,Empty,-84.0,,-84.0,-98.0,,,-78.0,-92.0,,-91.0,-89.0,,,,-82.0,-94.0,,-90.0,,-95.0,,,,,-82.0,-94.0,-85.0
Garden,Empty,-84.0,,-84.0,-98.0,,,-82.0,-92.0,,-89.0,-89.0,,,,-85.0,-94.0,,,,-95.0,,,,,-82.0,-93.0,-93.0
Garden,Empty,-84.0,,-81.0,-95.0,,,-73.0,-92.0,-87.0,-91.0,-89.0,,,,-85.0,-94.0,,,,-94.0,,,,,-82.0,-93.0,-93.0
Garden,Empty,-84.0,,-81.0,-95.0,,,-79.0,-91.0,-87.0,-91.0,-85.0,,,,-85.0,-94.0,,,,-94.0,,,,,-85.0,-90.0,-91.0
Garden,Empty,-84.0,,-81.0,-95.0,,,-76.0,-91.0,-87.0,-91.0,-86.0,,,,-85.0,-94.0,,-93.0,,-94.0,,,,,-85.0,-88.0,-91.0
Garden,Empty,-84.0,,-81.0,-92.0,,,-75.0,-90.0,-87.0,-91.0,-86.0,,,,-85.0,-94.0,,-93.0,,-94.0,,,,,-85.0,-91.0,-92.0
Garden,Empty,-84.0,,-84.0,-94.0,,,-74.0,-90.0,-86.0,-91.0,-83.0,,-86.0,,-80.0,-94.0,,-95.0,,-96.0,,,,,-76.0,-93.0,-93.0
Garden,Empty,-87.0,,-84.0,-90.0,,-92.0,-84.0,-87.0,-86.0,-91.0,-83.0,,-86.0,,-80.0,-94.0,,-93.0,-86.0,-96.0,,,,,-76.0,-91.0,-93.0
Garden,Empty,-87.0,,-77.0,-92.0,,-92.0,-77.0,-90.0,-86.0,-91.0,-84.0,,-86.0,,-80.0,-94.0,,-93.0,-86.0,-96.0,,,,,-80.0,-92.0,-88.0
Garden,Empty,-84.0,,-77.0,-94.0,-87.0,-94.0,-78.0,-90.0,-86.0,-91.0,-84.0,-91.0,-86.0,,-85.0,-94.0,,-92.0,-86.0,-96.0,,,,,-83.0,-96.0,-88.0
Garden,Empty,-84.0,,-77.0,-94.0,-87.0,-94.0,-78.0,-90.0,-86.0,-91.0,-84.0,-91.0,-86.0,,-79.0,,,-92.0,-86.0,-96.0,,,,,-83.0,-93.0,-90.0
Garden,Empty,-84.0,,-77.0,-91.0,-87.0,-94.0,-74.0,-87.0,-86.0,,-84.0,-91.0,-86.0,,-84.0,,,-92.0,-86.0,-96.0,,,,,-81.0,-84.0,-90.0
Garden,Empty,-84.0,,-77.0,-91.0,-87.0,-94.0,-80.0,-92.0,-86.0,,-78.0,-91.0,-84.0,,-84.0,,,-92.0,-86.0,-96.0,,,,,-76.0,-92.0,-90.0
Garden,Empty,-85.0,,-77.0,-91.0,-87.0,-94.0,-74.0,-84.0,-86.0,,-78.0,-91.0,-84.0,,-84.0,,,-92.0,-86.0,-96.0,,,,,-76.0,-87.0,-88.0
Garden,Empty,-86.0,,-79.0,-92.0,-87.0,-94.0,-74.0,-88.0,-86.0,,-78.0,-96.0,-84.0,,-84.0,,,-93.0,-86.0,-96.0,,,,,-76.0,-90.0,-95.0
Garden,Empty,-86.0,,-79.0,-92.0,-87.0,-94.0,-79.0,-86.0,-86.0,,-85.0,-96.0,-84.0,,-84.0,,-81.0,-93.0,-86.0,-96.0,,,,-92.0,-80.0,-85.0,-88.0
Garden,Empty,-85.0,,-82.0,-90.0,-87.0,-94.0,-72.0,-91.0,-80.0,,-82.0,-96.0,-87.0,,-84.0,-91.0,-81.0,-92.0,-86.0,-96.0,,,,-95.0,-80.0,-87.0,-89.0
Garden,Empty,-85.0,,-82.0,-90.0,-87.0,-94.0,-76.0,-89.0,-80.0,,-83.0,-96.0,-87.0,,-84.0,-91.0,-81.0,-92.0,,-96.0,,,,-94.0,-80.0,-84.0,-91.0
Garden,Empty,-85.0,,-83.0,-90.0,-85.0,-94.0,-79.0,-89.0,-80.0,,-83.0,-96.0,-87.0,,-84.0,-90.0,-81.0,-92.0,,,,,,-94.0,-80.0,-93.0,-93.0
Garden,Empty,-85.0,,-83.0,-90.0,-85.0,-94.0,-75.0,-89.0,-80.0,,-81.0,-96.0,-87.0,,-81.0,-93.0,-81.0,-95.0,-86.0,,,,,-94.0,-76.0,-88.0,-93.0
Garden,Empty,-85.0,,-84.0,-90.0,-85.0,-94.0,-75.0,-89.0,-80.0,-93.0,-83.0,-96.0,-87.0,,-81.0,-93.0,-81.0,-86.0,-86.0,,,,,-94.0,-76.0,-82.0,-93.0
Garden,Empty,-85.0,,-84.0,-90.0,-85.0,,-79.0,-90.0,-80.0,-93.0,-83.0,,-87.0,,-79.0,-93.0,-81.0,-86.0,-86.0,,,,,-92.0,-81.0,-91.0,-91.0
Garden,Empty,-85.0,,-80.0,-90.0,-85.0,,-80.0,-90.0,,-93.0,-75.0,-92.0,-87.0,-96.0,-79.0,-93.0,,-86.0,-86.0,,,,,-92.0,-75.0,-84.0,-88.0
Garden,Empty,-85.0,,-80.0,-95.0,-85.0,,-74.0,-89.0,,-93.0,-75.0,-92.0,-87.0,-96.0,-79.0,-93.0,,-86.0,-86.0,,,,,-92.0,-75.0,-84.0,-87.0
Garden,Empty,-85.0,,-69.0,-86.0,-83.0,-92.0,-79.0,-91.0,,-93.0,-81.0,-93.0,,-94.0,-79.0,-93.0,,-89.0,-86.0,,,,,-94.0,-83.0,-86.0,-93.0
Garden,Empty,-87.0,,-80.0,-86.0,-83.0,-92.0,-79.0,-91.0,,-93.0,-81.0,-93.0,-80.0,-94.0,-83.0,-93.0,,-89.0,-86.0,,,,,-94.0,-83.0,-87.0,-93.0
Garden,Empty,-87.0,,-80.0,-86.0,-83.0,-92.0,-79.0,-91.0,,-93.0,-81.0,-93.0,-80.0,-94.0,-83.0,-93.0,,-93.0,,,,,,-94.0,-79.0,-87.0,-90.0
Garden,Empty,-87.0,,-69.0,-90.0,-87.0,-92.0,-84.0,-87.0,,,-87.0,-94.0,-80.0,-94.0,-82.0,-94.0,,-93.0,,,,,,-93.0,-79.0,-88.0,-91.0
Garden,Empty,-86.0,,-76.0,-90.0,-87.0,-92.0,-84.0,-87.0,-87.0,,-81.0,-94.0,-80.0,-94.0,-82.0,-94.0,,-95.0,,,,,,-93.0,-79.0,-88.0,-91.0
Garden,Empty,-87.0,,-82.0,-90.0,-87.0,-92.0,-84.0,-87.0,-87.0,-90.0,-81.0,-94.0,-80.0,-94.0,-85.0,-94.0,,-91.0,,,,,,-93.0,-79.0,-92.0,-89.0
Garden,Empty,-87.0,,-82.0,-90.0,-87.0,-92.0,-79.0,-91.0,-87.0,-90.0,-83.0,-94.0,-80.0,-94.0,-76.0,-94.0,,-91.0,,,,,,-93.0,-79.0,-92.0,-89.0
Garden,Empty,-87.0,,-80.0,-90.0,-87.0,-92.0,-80.0,-91.0,-87.0,-89.0,-86.0,-96.0,-80.0,,-84.0,-96.0,,-91.0,,,,,,-93.0,-79.0,-92.0,-91.0
Garden,Empty,-86.0,,-71.0,-87.0,-87.0,-92.0,-76.0,-86.0,-87.0,-89.0,-86.0,-93.0,-80.0,,-84.0,-96.0,,-91.0,,,,,,-93.0,-79.0,-94.0,-91.0
Garden,Empty,-87.0,,-64.0,-87.0,-85.0,-92.0,-84.0,-89.0,-80.0,-93.0,-86.0,-96.0,,,-81.0,-96.0,,-93.0,,,,,,-93.0,-85.0,-94.0,-88.0
Garden,Empty,-87.0,,-74.0,-87.0,-87.0,-92.0,-84.0,-88.0,-84.0,-91.0,-79.0,-96.0,,,-81.0,-96.0,,-93.0,,-92.0,,,,-93.0,-85.0,-92.0,-89.0
Garden,Empty,-87.0,,-79.0,-87.0,-87.0,-90.0,-84.0,-88.0,-84.0,-87.0,-86.0,-96.0,,,-83.0,-96.0,,-91.0,,-94.0,,,,-93.0,-85.0,-94.0,-91.0
Garden,Empty,-87.0,,-74.0,-87.0,-87.0,-90.0,-77.0,-88.0,-84.0,-87.0,-86.0,-94.0,,,-83.0,-94.0,-87.0,-91.0,,-94.0,,,,,-85.0,-90.0,-88.0
Garden,Empty,-82.0,,-78.0,-92.0,-87.0,-89.0,-83.0,-88.0,-86.0,-94.0,-77.0,-91.0,,,-79.0,-91.0,-87.0,-91.0,,-94.0,,,,,-85.0,-91.0,-90.0
Garden,Empty,-85.0,,-83.0,-92.0,-87.0,-89.0,-83.0,-88.0,-86.0,-92.0,-80.0,-92.0,,,-79.0,-91.0,-87.0,-91.0,-83.0,-94.0,,,,,-85.0,-91.0,-90.0
Garden,Empty,-85.0,,-83.0,-89.0,-87.0,-91.0,-84.0,-88.0,-84.0,-92.0,-80.0,-92.0,,,-79.0,-97.0,-87.0,-91.0,-83.0,-95.0,,,,,-85.0,-94.0,-88.0
Garden,Empty,-85.0,,-77.0,-89.0,-87.0,-91.0,-79.0,-88.0,-84.0,-92.0,-87.0,-92.0,,,-79.0,-97.0,-87.0,-91.0,-83.0,-95.0,,,,,-85.0,-94.0,-88.0
Garden,Empty,-85.0,,-78.0,-89.0,-87.0,-91.0,-79.0,-88.0,-84.0,-93.0,-87.0,-92.0,,,-79.0,-97.0,-87.0,-91.0,-82.0,-95.0,,,,,-85.0,-94.0,-84.0
Garden,Empty,-85.0,,-72.0,-89.0,,-91.0,-79.0,-88.0,-84.0,-93.0,-87.0,-92.0,,,-85.0,-97.0,-87.0,-91.0,-83.0,-91.0,,,,,-85.0,-94.0,-89.0
Garden,Empty,-85.0,,-72.0,-94.0,,-91.0,-77.0,-88.0,-84.0,-93.0,-87.0,-92.0,,,-85.0,-97.0,-87.0,-91.0,-83.0,-94.0,,,,,-83.0,-94.0,-89.0
Garden,Empty,-88.0,,-68.0,-87.0,,-91.0,-79.0,-89.0,-84.0,-93.0,-87.0,-92.0,,,-85.0,-97.0,,-91.0,-83.0,-94.0,,,,,-83.0,-94.0,-91.0
Garden,Empty,-83.0,,-72.0,-94.0,,-91.0,-79.0,-89.0,-84.0,-91.0,-87.0,-92.0,,,-84.0,-97.0,,,-83.0,-94.0,,,,,-83.0,-94.0,-91.0
Garden,Empty,-82.0,,-76.0,-94.0,,-91.0,-79.0,-89.0,-84.0,-88.0,-87.0,,,,-84.0,-97.0,,,-83.0,-94.0,,,,,-83.0,-94.0,-81.0
Garden,Empty,-82.0,,-75.0,-92.0,,,-79.0,-85.0,,-88.0,-87.0,,,,-84.0,,,,-85.0,-94.0,,,,,-83.0,-93.0,-86.0
Garden,Empty,-82.0,,-76.0,-92.0,,,-79.0,-85.0,,-88.0,,,,,-80.0,,,,-85.0,-94.0,,,,,-83.0,-93.0,-86.0
Garden,Empty,-82.0,,-81.0,-93.0,,,-79.0,-85.0,,-88.0,-90.0,,,,-85.0,,,,-85.0,-94.0,,,,,-83.0,-90.0,-92.0
Garden,Empty,-86.0,,-79.0,-93.0,,,-79.0,-85.0,-86.0,-88.0,-90.0,,,,-85.0,,,,-85.0,-94.0,,,,,-78.0,-93.0,-92.0
Garden,Empty,-86.0,,-79.0,-94.0,,,-79.0,-85.0,-86.0,-88.0,-90.0,,,,-87.0,,,,-85.0,,,,,,-83.0,-87.0,-92.0
Garden,Empty,-86.0,,-83.0,-94.0,,,-79.0,-85.0,-86.0,-88.0,-90.0,,,,-87.0,,,,-85.0,,,,,,-83.0,-93.0,-90.0
Garden,Empty,-86.0,,-83.0,-94.0,,,-79.0,-91.0,-86.0,-88.0,-90.0,,,,-84.0,-94.0,,,-85.0,,,,,,-83.0,-96.0,-90.0
Garden,Empty,-86.0,,-79.0,-90.0,-87.0,,-79.0,-88.0,-84.0,-88.0,-90.0,,,,-76.0,-94.0,,,-85.0,-97.0,,,,,-83.0,-91.0,-92.0
Garden,Empty,-82.0,,-83.0,-89.0,-84.0,,,-89.0,-84.0,,-84.0,-94.0,,,-78.0,-94.0,,,,-95.0,,,,,-86.0,-92.0,-91.0
Garden,Empty,-82.0,,-83.0,-89.0,-89.0,,-78.0,-89.0,-84.0,,-85.0,-94.0,,,-81.0,-95.0,,-86.0,,-95.0,,,,,-86.0,-90.0,-86.0
Garden,Empty,-83.0,,-73.0,-89.0,-89.0,,-72.0,-91.0,-86.0,,-80.0,-95.0,,,-77.0,-95.0,,-93.0,,-95.0,,,,,-86.0,-89.0,-88.0
Garden,Empty,-83.0,,-73.0,-87.0,-86.0,,-72.0,-91.0,-86.0,-92.0,-80.0,-95.0,,,-77.0,-95.0,,-92.0,,-95.0,,,,,-86.0,-92.0,-86.0
Garden,Empty,-83.0,,-73.0,-87.0,-86.0,-93.0,-72.0,-91.0,-81.0,-89.0,-80.0,-95.0,,,-81.0,-95.0,,-92.0,,-95.0,,,,,-82.0,-92.0,-87.0
Garden,Empty,-83.0,,-73.0,-87.0,-83.0,-85.0,-72.0,-94.0,-81.0,-88.0,-80.0,-86.0,,,-72.0,-95.0,,-92.0,,-95.0,,,,,-82.0,-92.0,-87.0
E1,Crowded,-84.0,,,,-52.0,-58.0,,,-79.0,-86.0,,-57.0,,,-74.0,-92.0,,,-76.0,,,,,-92.0,-80.0,-91.0,
E1,Crowded,-84.0,-96.0,-89.0,,-61.0,-63.0,,,-77.0,-80.0,-48.0,-58.0,,,-68.0,-85.0,,,-71.0,-87.0,,,,-91.0,-80.0,-92.0,
E1,Crowded,-84.0,-96.0,-89.0,,-65.0,-49.0,,,-71.0,-81.0,-46.0,-61.0,-87.0,-94.0,-65.0,-86.0,,,-71.0,-89.0,,,-80.0,-94.0,-77.0,-94.0,
E1,Crowded,-75.0,-96.0,-89.0,,-53.0,-56.0,,,-71.0,-85.0,-48.0,-51.0,-87.0,-87.0,-58.0,-87.0,-85.0,,-71.0,-89.0,,,-74.0,-90.0,-77.0,-91.0,
E1,Crowded,-75.0,-96.0,-89.0,,-60.0,-48.0,,,-71.0,-78.0,-50.0,-55.0,-81.0,-87.0,-70.0,-88.0,-85.0,,-71.0,-89.0,,,-79.0,-90.0,-79.0,-96.0,
E1,Crowded,-79.0,-96.0,-89.0,,-56.0,-56.0,,,-69.0,-82.0,-43.0,-60.0,-74.0,-87.0,-73.0,-93.0,-85.0,,-71.0,-89.0,-83.0,,-79.0,-88.0,-79.0,-86.0,
E1,Crowded,-79.0,-96.0,-89.0,,-55.0,-56.0,,,-67.0,-81.0,-50.0,-60.0,-74.0,-92.0,-73.0,-93.0,-85.0,,-71.0,-82.0,-83.0,,-82.0,-88.0,-83.0,-91.0,
E1,Crowded,-79.0,-96.0,-89.0,,-51.0,-49.0,,,-71.0,-83.0,-48.0,-58.0,-70.0,-88.0,-73.0,-86.0,-85.0,,-71.0,-82.0,-83.0,,-75.0,-89.0,-83.0,-88.0,
E1,Crowded,-76.0,-96.0,-89.0,,-54.0,-61.0,,,-70.0,-81.0,-59.0,-55.0,-70.0,-90.0,-80.0,-88.0,-85.0,-94.0,-71.0,-82.0,-87.0,,-80.0,-88.0,-82.0,-91.0,
E1,Crowded,-82.0,-96.0,-89.0,,-49.0,-45.0,,,-70.0,-79.0,-49.0,-53.0,-71.0,-87.0,-73.0,-87.0,-84.0,-93.0,-71.0,-82.0,-87.0,,-80.0,-88.0,-76.0,-84.0,
E1,Crowded,-73.0,-95.0,,,-58.0,-48.0,,,-71.0,-77.0,-53.0,-66.0,-82.0,-92.0,-65.0,-92.0,-84.0,-91.0,-69.0,-82.0,-86.0,,-80.0,-84.0,-76.0,-95.0,
E1,Crowded,-73.0,-95.0,,,-51.0,-54.0,,,-67.0,-82.0,-49.0,-62.0,-75.0,-92.0,-65.0,-92.0,-86.0,-91.0,-75.0,-82.0,-88.0,,-71.0,-83.0,-73.0,-91.0,
E1,Crowded,-73.0,-93.0,,,-45.0,-45.0,,,-67.0,-73.0,-54.0,-62.0,-75.0,-91.0,-75.0,-92.0,-86.0,-91.0,-75.0,-93.0,-88.0,,-71.0,-80.0,-73.0,-95.0,
E1,Crowded,-73.0,-93.0,,,-47.0,-50.0,,,-67.0,-81.0,-54.0,-63.0,-75.0,-89.0,-82.0,-92.0,-86.0,-91.0,-75.0,-95.0,-80.0,,-73.0,-82.0,-83.0,-95.0,
E1,Crowded,-66.0,-85.0,,,-46.0,-46.0,,,-67.0,-79.0,-54.0,-71.0,-75.0,-87.0,-78.0,-92.0,-81.0,-91.0,-80.0,-95.0,-80.0,,-69.0,-80.0,-83.0,-95.0,
E1,Crowded,-66.0,-92.0,,,-46.0,-47.0,,,-67.0,-77.0,-51.0,-59.0,-75.0,-94.0,-78.0,-92.0,-81.0,-91.0,-80.0,-93.0,-80.0,,-66.0,-73.0,-83.0,-89.0,
E1,Crowded,-72.0,-92.0,,,-49.0,-47.0,,,-76.0,-82.0,-61.0,-59.0,-75.0,-92.0,-83.0,-92.0,-82.0,-91.0,-82.0,-93.0,-80.0,,-58.0,-76.0,-84.0,-89.0,
E1,Crowded,-72.0,-92.0,,,-42.0,-41.0,,,-76.0,-79.0,-52.0,-60.0,-75.0,-91.0,-80.0,-92.0,-82.0,-93.0,-77.0,-92.0,-80.0,,-58.0,-78.0,-84.0,-92.0,
E1,Crowded,-72.0,-92.0,,,-45.0,-46.0,,,-76.0,-76.0,-65.0,-62.0,-74.0,-91.0,-80.0,-92.0,-82.0,-93.0,-85.0,-92.0,-80.0,,-58.0,-82.0,-81.0,-89.0,
E1,Crowded,-72.0,-94.0,,,-52.0,-52.0,-80.0,,-74.0,-82.0,-54.0,-67.0,-80.0,-96.0,-80.0,-94.0,-82.0,-93.0,-85.0,-92.0,-80.0,,-68.0,-82.0,-81.0,-89.0,
E1,Crowded,-75.0,-94.0,,,-49.0,-50.0,-90.0,,-74.0,-81.0,-67.0,-62.0,-75.0,-96.0,-79.0,-87.0,-81.0,-93.0,-78.0,-92.0,-85.0,,-69.0,-79.0,-78.0,-92.0,
E1,Crowded,-75.0,-95.0,,,-60.0,-54.0,-83.0,,-72.0,-77.0,-63.0,-70.0,-75.0,-90.0,-79.0,-87.0,-81.0,-93.0,-79.0,-95.0,-85.0,,-69.0,-80.0,-75.0,-92.0,
E1,Crowded,-78.0,-92.0,,,-45.0,-45.0,-83.0,,-72.0,-77.0,-65.0,-69.0,-75.0,-94.0,-79.0,-87.0,-81.0,-94.0,-79.0,-95.0,-84.0,,-69.0,-75.0,-78.0,-91.0,
E1,Crowded,-69.0,-86.0,,,-56.0,-60.0,-83.0,,-72.0,-75.0,-60.0,-70.0,-75.0,-94.0,-79.0,-87.0,-81.0,-94.0,-79.0,-95.0,-84.0,,-56.0,-72.0,-82.0,-91.0,
E1,Crowded,-72.0,-82.0,,,-50.0,-59.0,-83.0,,-66.0,-73.0,-65.0,-79.0,-79.0,-94.0,-79.0,-87.0,-84.0,-93.0,-73.0,-95.0,-78.0,,-56.0,-71.0,-85.0,-91.0,
E1,Crowded,-68.0,-83.0,,,-53.0,-52.0,-83.0,,-69.0,-69.0,-67.0,-70.0,-79.0,-93.0,-79.0,-98.0,-84.0,-94.0,-77.0,-95.0,-78.0,,-57.0,-74.0,-85.0,-91.0,
E1,Crowded,-69.0,-86.0,,,-53.0,-57.0,-83.0,,-69.0,-74.0,-66.0,-70.0,-79.0,-95.0,-76.0,-98.0,-84.0,-94.0,-77.0,-95.0,-80.0,,-61.0,-68.0,-85.0,-91.0,
E1,Crowded,-69.0,-87.0,,,-53.0,-48.0,-83.0,,-71.0,-79.0,-69.0,-69.0,-79.0,-93.0,-76.0,-98.0,-84.0,-94.0,-77.0,-95.0,-80.0,,-71.0,-72.0,-85.0,-91.0,
E1,Crowded,-66.0,-87.0,,,-49.0,-57.0,-83.0,,-70.0,-79.0,-58.0,-74.0,-79.0,-93.0,-78.0,-98.0,-81.0,-94.0,-77.0,-90.0,-80.0,,-53.0,-82.0,-79.0,-93.0,
E1,Crowded,-74.0,-90.0,,,-50.0,-48.0,,,-76.0,-79.0,-58.0,-70.0,-79.0,-94.0,-78.0,-98.0,-81.0,-94.0,-77.0,-90.0,-80.0,,-53.0,-83.0,-79.0,-90.0,
E1,Crowded,-74.0,-90.0,,,-50.0,-48.0,,,-82.0,-79.0,-56.0,-66.0,-79.0,-90.0,-76.0,-98.0,-84.0,-94.0,-75.0,-90.0,-81.0,,-66.0,-78.0,-81.0,-90.0,
E1,Crowded,-74.0,-95.0,,,-54.0,-43.0,,,-82.0,-79.0,-60.0,-71.0,-79.0,-93.0,-76.0,-98.0,-84.0,-94.0,-80.0,-90.0,-81.0,,-69.0,-82.0,-82.0,-90.0,
E1,Crowded,-77.0,-95.0,,,-49.0,-52.0,,,-71.0,-79.0,-58.0,-68.0,,-92.0,-76.0,-98.0,-84.0,-93.0,-80.0,-90.0,-78.0,,-70.0,-78.0,-82.0,-87.0,
E1,Crowded,-80.0,-95.0,-89.0,,-54.0,-48.0,,,-76.0,-82.0,-66.0,-64.0,-80.0,-82.0,-86.0,-98.0,-84.0,-93.0,-80.0,-90.0,-82.0,,-70.0,-90.0,-82.0,-87.0,
E1,Crowded,-72.0,-94.0,-85.0,,-45.0,-47.0,,,-76.0,-77.0,-59.0,-66.0,-80.0,-88.0,-73.0,,-84.0,-90.0,-67.0,-90.0,-82.0,,-66.0,-86.0,-82.0,-87.0,
E1,Crowded,-81.0,-94.0,-85.0,,-42.0,-45.0,,,-76.0,-76.0,-56.0,-63.0,-80.0,-83.0,-73.0,-89.0,-82.0,-95.0,-67.0,-90.0,-82.0,,-66.0,-87.0,-82.0,-88.0,
E1,Crowded,-81.0,-94.0,-85.0,,-42.0,-45.0,,,-67.0,-78.0,-56.0,-63.0,-71.0,-90.0,-73.0,-90.0,-82.0,-93.0,-75.0,-90.0,-82.0,,-69.0,-83.0,-77.0,-90.0,
