Aula,Situazione,AP1,AP2,AP3,AP4,AP5,AP6,AP8,AP9,AP13,AP14,AP15,AP16,AP19,AP20,AP21,AP22,AP23,AP24,AP27,AP28,AP36,AP37,AP38,AP39,AP41,AP42,AP44
Corridor,Empty,-62.0,-74.0,,,-69.0,-63.0,,,-62.0,-65.0,-75.0,-90.0,-84.0,-94.0,-81.0,-95.0,-82.0,-91.0,-75.0,-87.0,-73.0,-92.0,-77.0,-85.0,-89.0,,
Corridor,Empty,-59.0,-74.0,,,-64.0,-66.0,,,-60.0,-60.0,-69.0,-90.0,-84.0,-94.0,-80.0,-95.0,-82.0,-90.0,-74.0,-87.0,-73.0,-92.0,-77.0,-80.0,-86.0,,
Corridor,Empty,-68.0,-81.0,,,-54.0,-68.0,,,-58.0,-64.0,-68.0,-81.0,-80.0,,-84.0,-91.0,-82.0,-90.0,-74.0,-87.0,-78.0,-92.0,-65.0,-81.0,-84.0,,
Corridor,Empty,-74.0,-83.0,,,-50.0,-63.0,,,-66.0,-62.0,-69.0,-78.0,-80.0,-95.0,-84.0,-91.0,-80.0,-88.0,-74.0,-80.0,-78.0,-92.0,-69.0,-88.0,-84.0,,
Corridor,Empty,-74.0,-83.0,,,-55.0,-68.0,,,-56.0,-67.0,-66.0,-79.0,-85.0,-95.0,-84.0,-91.0,-80.0,-88.0,-74.0,-83.0,-78.0,-92.0,-71.0,-88.0,-84.0,,
Corridor,Empty,-74.0,-83.0,,,-54.0,-55.0,,,-65.0,-68.0,-66.0,-73.0,-85.0,-95.0,-84.0,-91.0,-80.0,-88.0,-74.0,-79.0,-78.0,-92.0,-71.0,-93.0,-82.0,,
Corridor,Empty,-75.0,-85.0,,,-49.0,-59.0,,,-56.0,-69.0,-67.0,-74.0,-76.0,-95.0,-84.0,-91.0,-80.0,-92.0,-68.0,-81.0,-86.0,-92.0,-74.0,-94.0,-79.0,,
Corridor,Empty,-79.0,-85.0,,,-61.0,-71.0,,,-62.0,-62.0,-66.0,-74.0,-76.0,-95.0,-73.0,-84.0,-80.0,-89.0,-69.0,-79.0,-86.0,,-74.0,-94.0,-85.0,,
Corridor,Empty,-75.0,-85.0,,,-64.0,-63.0,,,-59.0,-72.0,-58.0,-74.0,-75.0,-95.0,-71.0,-84.0,-86.0,-92.0,-69.0,-79.0,-86.0,,-77.0,-94.0,-85.0,,
Corridor,Empty,-75.0,-91.0,,,-51.0,-55.0,,,-68.0,-71.0,-57.0,-67.0,-75.0,-93.0,-71.0,-78.0,-79.0,-92.0,-67.0,-79.0,-86.0,,-77.0,-93.0,-82.0,,
Corridor,Empty,-78.0,-91.0,,,-67.0,-55.0,,,-65.0,-70.0,-57.0,-69.0,-75.0,-93.0,-71.0,-84.0,-79.0,-92.0,-69.0,-76.0,-86.0,,-77.0,-93.0,-84.0,,
Corridor,Empty,-78.0,-91.0,,,-65.0,-67.0,,,-65.0,-73.0,-56.0,-69.0,-75.0,-93.0,-71.0,-86.0,-79.0,-92.0,-69.0,-72.0,-86.0,,-77.0,-93.0,-84.0,,
Corridor,Empty,-84.0,-91.0,,,-65.0,-67.0,,,-72.0,-76.0,-51.0,-63.0,-83.0,-93.0,-68.0,-76.0,-83.0,-92.0,-67.0,-78.0,-86.0,,-82.0,-93.0,-82.0,-96.0,
Corridor,Empty,-84.0,-91.0,,,-62.0,-75.0,,,-73.0,-82.0,-45.0,-63.0,-84.0,-93.0,-66.0,-87.0,-85.0,-92.0,-62.0,-77.0,-86.0,,-82.0,-93.0,-81.0,-96.0,
Corridor,Empty,-84.0,-91.0,,,-62.0,-70.0,,,-79.0,-78.0,-55.0,-68.0,-86.0,-93.0,-61.0,-82.0,-85.0,-92.0,-62.0,-85.0,-86.0,,-86.0,-93.0,-84.0,-96.0,
Corridor,Empty,-84.0,-91.0,,,-72.0,-75.0,,,-75.0,-83.0,-65.0,-68.0,-86.0,-93.0,-61.0,-82.0,-85.0,-92.0,-62.0,-94.0,,,-86.0,-93.0,-84.0,-96.0,
Corridor,Empty,-82.0,-94.0,,,-74.0,-78.0,,,-77.0,-89.0,-53.0,-68.0,-88.0,,-61.0,-83.0,-85.0,-92.0,-69.0,-87.0,,,-88.0,,-85.0,-96.0,
Corridor,Empty,-86.0,-94.0,,,-79.0,-74.0,,,-80.0,-87.0,-71.0,-77.0,-88.0,,-69.0,-82.0,-86.0,-92.0,-69.0,-89.0,,,-88.0,,-85.0,-96.0,
Corridor,Empty,-81.0,-94.0,,,-79.0,-84.0,-88.0,,-83.0,-88.0,-72.0,-77.0,-88.0,,-65.0,-85.0,-86.0,-92.0,-69.0,-95.0,,,-88.0,,-85.0,-96.0,
Corridor,Empty,-77.0,-94.0,-88.0,,-79.0,-84.0,-88.0,,-78.0,-84.0,-73.0,-79.0,-88.0,,-67.0,-86.0,-86.0,,-69.0,-90.0,,,-88.0,,-85.0,,
Corridor,Empty,-85.0,-94.0,-80.0,,-77.0,-84.0,-88.0,,-84.0,-84.0,-77.0,-78.0,-88.0,,-67.0,-91.0,-89.0,,-69.0,-92.0,,,-88.0,,-85.0,,
Corridor,Empty,-85.0,-95.0,-86.0,,-81.0,-80.0,-88.0,,-84.0,-88.0,-78.0,-72.0,-88.0,,-67.0,-91.0,-89.0,,-69.0,-93.0,,,-88.0,,-85.0,,
Corridor,Empty,-86.0,-95.0,-86.0,,-83.0,-77.0,-88.0,,-82.0,-82.0,-72.0,-70.0,,,-71.0,-82.0,-89.0,,-69.0,-83.0,,,,,-85.0,,
Corridor,Empty,-80.0,-94.0,-86.0,,-74.0,-80.0,-88.0,,-74.0,-77.0,-63.0,-69.0,,,-71.0,-84.0,-89.0,,-79.0,-89.0,,,,,,,
Corridor,Empty,-82.0,-91.0,-86.0,,-71.0,-73.0,-88.0,,-79.0,-77.0,-71.0,-69.0,,,-65.0,-72.0,-89.0,-92.0,-77.0,-85.0,,,,,,,
Corridor,Empty,-73.0,-90.0,-86.0,,-69.0,-74.0,,,-75.0,-80.0,-55.0,-69.0,,,-65.0,-80.0,-85.0,-92.0,-77.0,-87.0,,,,,-86.0,,
Corridor,Empty,-83.0,-90.0,-86.0,,-72.0,-72.0,,,-75.0,-78.0,-62.0,-63.0,,,-64.0,-79.0,-83.0,-92.0,-77.0,-78.0,,,-83.0,,-85.0,,
Corridor,Empty,-84.0,-90.0,-86.0,,-76.0,-71.0,,,-73.0,-75.0,-62.0,-67.0,-89.0,,-74.0,-83.0,-87.0,-95.0,-77.0,-82.0,,,-83.0,,-84.0,,
Corridor,Empty,-76.0,-90.0,,,-66.0,-69.0,,,-67.0,-79.0,-55.0,-72.0,-89.0,,-62.0,-83.0,-82.0,-95.0,-77.0,-79.0,-86.0,,-81.0,,-84.0,,
Corridor,Empty,-76.0,-90.0,,,-78.0,-73.0,,,-67.0,-79.0,-56.0,-71.0,-89.0,,-62.0,-82.0,-82.0,-95.0,-68.0,-75.0,-86.0,,-81.0,,-84.0,,
Corridor,Empty,-80.0,-90.0,,,-72.0,-73.0,,,-67.0,-78.0,-58.0,-63.0,-89.0,,-66.0,-76.0,-82.0,-95.0,-72.0,-85.0,-86.0,,-84.0,,-84.0,,
Corridor,Empty,-82.0,-90.0,,,-70.0,-67.0,,,-69.0,-70.0,-56.0,-63.0,-89.0,-95.0,-64.0,-83.0,-87.0,-93.0,-66.0,-86.0,-86.0,,-86.0,,-84.0,,
Corridor,Empty,-82.0,,,,-66.0,-74.0,,,-70.0,-71.0,-66.0,-63.0,-89.0,-95.0,-64.0,-82.0,-85.0,-92.0,-62.0,-86.0,-86.0,,-78.0,,-83.0,,
Corridor,Empty,-82.0,,,,-72.0,-72.0,,,-72.0,-78.0,-66.0,-65.0,-89.0,-95.0,-64.0,-79.0,-85.0,-91.0,-62.0,-90.0,-86.0,,-87.0,,-83.0,,
Corridor,Empty,-82.0,,,,-65.0,-68.0,,,-68.0,-76.0,-66.0,-65.0,-84.0,-95.0,-60.0,-79.0,-81.0,-91.0,-65.0,-86.0,-86.0,,-82.0,,-85.0,,
Corridor,Empty,-73.0,-92.0,,,-68.0,-67.0,,,-66.0,-73.0,-66.0,-65.0,-86.0,-95.0,-64.0,-83.0,-84.0,-93.0,-67.0,-79.0,,,-86.0,,-85.0,,
Corridor,Empty,-74.0,-91.0,,,-64.0,-68.0,,,-64.0,-71.0,-61.0,-65.0,-86.0,-95.0,-65.0,-82.0,-81.0,-92.0,-68.0,-83.0,-85.0,,-84.0,,-85.0,,
Corridor,Empty,-81.0,-90.0,,,-62.0,-69.0,,,-67.0,-67.0,-58.0,-69.0,-86.0,-95.0,-75.0,-82.0,-85.0,-89.0,-71.0,-85.0,-89.0,,-80.0,,-85.0,,
Corridor,Empty,-82.0,-90.0,,,-69.0,-63.0,,,-63.0,-67.0,-70.0,-76.0,-86.0,,-69.0,-82.0,-81.0,-89.0,-65.0,-80.0,-89.0,,-89.0,,-86.0,,
Corridor,Empty,-75.0,-90.0,,,-60.0,-63.0,,,-62.0,-70.0,-57.0,-72.0,-86.0,,-74.0,-82.0,-81.0,-93.0,-65.0,-82.0,-89.0,,-87.0,-94.0,-86.0,,
Corridor,Empty,-78.0,-90.0,,,-66.0,-69.0,,,-63.0,-74.0,-65.0,-72.0,-86.0,,-65.0,-82.0,-80.0,-93.0,-71.0,-75.0,-84.0,,-87.0,-94.0,-86.0,,
Corridor,Empty,-73.0,-88.0,,,-65.0,-68.0,,,-52.0,-68.0,-60.0,-78.0,,,-62.0,-82.0,-80.0,-91.0,-69.0,-81.0,-84.0,,-83.0,-92.0,-86.0,,
Corridor,Empty,-75.0,-90.0,,,-60.0,-69.0,,,-55.0,-69.0,-65.0,-78.0,-79.0,,-70.0,-87.0,-83.0,-91.0,-71.0,-76.0,-84.0,,-82.0,-91.0,-83.0,,
Corridor,Empty,-73.0,-90.0,,,-67.0,-67.0,,,-53.0,-66.0,-65.0,-78.0,-87.0,,-76.0,-93.0,-78.0,-91.0,-66.0,-75.0,-84.0,,-83.0,-91.0,-83.0,,
Corridor,Empty,-70.0,-90.0,,,-62.0,-63.0,,,-54.0,-65.0,-65.0,-78.0,-80.0,,-78.0,-93.0,-78.0,-92.0,-69.0,-78.0,-82.0,,-77.0,-92.0,-88.0,,
Corridor,Empty,-79.0,-86.0,,,-55.0,-64.0,,,-56.0,-60.0,-75.0,-78.0,-80.0,,-75.0,-93.0,-77.0,-90.0,-70.0,-78.0,-86.0,,-77.0,-92.0,-88.0,,
Corridor,Empty,-79.0,-86.0,,,-61.0,-60.0,,,-54.0,-65.0,-75.0,-78.0,-78.0,,-75.0,-93.0,-78.0,-90.0,-67.0,-78.0,-83.0,,-72.0,-88.0,-88.0,,
Corridor,Empty,-79.0,-85.0,,,-63.0,-64.0,,,-56.0,-56.0,-67.0,-78.0,-78.0,,-79.0,-93.0,-78.0,-91.0,-64.0,-76.0,-81.0,,-78.0,-88.0,-88.0,,
Corridor,Empty,-66.0,-85.0,,,-58.0,-66.0,,,-62.0,-65.0,-64.0,-75.0,-83.0,,-68.0,-93.0,-81.0,-91.0,-71.0,-82.0,-81.0,,-79.0,-94.0,-88.0,,
Corridor,Empty,-65.0,-77.0,,,-63.0,-67.0,,,-58.0,-59.0,-70.0,-75.0,-83.0,,-78.0,-93.0,-75.0,-92.0,-69.0,-87.0,-81.0,,-78.0,-95.0,-88.0,,
Corridor,Empty,-63.0,-78.0,,,-63.0,-63.0,,,-59.0,-67.0,-70.0,-85.0,-83.0,,-75.0,-93.0,-79.0,-92.0,-69.0,-82.0,-81.0,,-76.0,-86.0,-88.0,,
Corridor,Empty,-67.0,-81.0,,,-63.0,-63.0,,,-52.0,-62.0,-74.0,-82.0,-83.0,,-79.0,,-79.0,-92.0,-66.0,-83.0,-81.0,,-80.0,-88.0,-88.0,,
Corridor,Empty,-67.0,-81.0,,,-64.0,-64.0,,,-61.0,-66.0,-71.0,-79.0,-83.0,-93.0,-79.0,,-78.0,-92.0,-71.0,-83.0,-79.0,-89.0,-68.0,-84.0,-86.0,,
Corridor,Empty,-61.0,-79.0,,,-68.0,-64.0,,,-61.0,-65.0,-74.0,-77.0,-89.0,-94.0,-79.0,,-78.0,-91.0,-64.0,-83.0,-73.0,-89.0,-74.0,-81.0,-86.0,,
Corridor,Empty,-56.0,-77.0,,,-57.0,-65.0,,,-62.0,-70.0,-78.0,-77.0,-87.0,-94.0,-79.0,,-79.0,-91.0,-72.0,-83.0,-71.0,-89.0,-69.0,-79.0,-86.0,,
Corridor,Empty,-63.0,-76.0,,,-66.0,-76.0,,,-58.0,-68.0,-78.0,-87.0,-87.0,-94.0,-76.0,-90.0,-79.0,-93.0,-69.0,-83.0,-76.0,-92.0,-66.0,-88.0,-86.0,,
Corridor,Empty,-69.0,-83.0,,,-65.0,-73.0,,,-64.0,-70.0,-78.0,-83.0,-87.0,-94.0,-76.0,-90.0,-79.0,-92.0,-80.0,-86.0,-79.0,-92.0,-77.0,-91.0,-86.0,,
Corridor,Empty,-65.0,-83.0,,,-62.0,-64.0,,,-60.0,-72.0,-68.0,-83.0,-82.0,-94.0,-81.0,-86.0,-83.0,-92.0,-73.0,-86.0,-79.0,-92.0,-77.0,-84.0,-86.0,,
Corridor,Empty,-65.0,-81.0,,,-62.0,-65.0,,,-61.0,-67.0,-78.0,-81.0,-84.0,-94.0,-81.0,-91.0,-83.0,-92.0,-79.0,-86.0,-80.0,-92.0,-74.0,-87.0,-86.0,,
Corridor,Empty,-61.0,-81.0,,,-62.0,-68.0,,,-69.0,-70.0,-69.0,-83.0,-85.0,-94.0,-81.0,-91.0,-83.0,-92.0,-73.0,-86.0,-79.0,-92.0,-72.0,-85.0,-86.0,,
Corridor,Empty,-62.0,-76.0,,,-68.0,-62.0,,,-69.0,-68.0,-69.0,-83.0,-85.0,-94.0,-80.0,-91.0,-82.0,-94.0,-73.0,-86.0,-69.0,-92.0,-75.0,-86.0,,,
Corridor,Empty,-62.0,-75.0,,,-58.0,-70.0,,,-65.0,-67.0,-69.0,-88.0,-85.0,-94.0,-81.0,-91.0,-82.0,-91.0,-73.0,-86.0,-73.0,-92.0,-78.0,-93.0,,,
Corridor,Empty,-61.0,-74.0,,,-67.0,-69.0,,,-60.0,-67.0,-69.0,-81.0,-85.0,,-74.0,-91.0,-80.0,-86.0,-73.0,-86.0,-73.0,-92.0,-78.0,-89.0,,,
Corridor,Empty,-51.0,-72.0,,,-67.0,-72.0,,,-67.0,-73.0,-75.0,-84.0,-87.0,,-85.0,-91.0,-80.0,-86.0,-77.0,-86.0,-74.0,-92.0,-80.0,-90.0,,,
Corridor,Empty,-52.0,-70.0,,,-65.0,-71.0,,,-70.0,-74.0,-75.0,-84.0,-87.0,,-81.0,-93.0,-80.0,-94.0,-71.0,,-71.0,-88.0,-79.0,-89.0,,,
Corridor,Empty,-60.0,-73.0,,,-65.0,-75.0,,,-68.0,-71.0,-81.0,-86.0,-87.0,,-81.0,-93.0,-80.0,-90.0,-71.0,,-71.0,-88.0,-79.0,-94.0,,,
Corridor,Empty,-52.0,-68.0,,,-70.0,-63.0,,,-68.0,-77.0,-81.0,-90.0,-87.0,,-85.0,-93.0,-80.0,-97.0,-70.0,-91.0,-72.0,-88.0,-79.0,-94.0,,,
Corridor,Empty,-62.0,-70.0,,,-70.0,-76.0,,,-63.0,-67.0,-72.0,-82.0,-87.0,,-79.0,-93.0,-80.0,-97.0,-70.0,-87.0,-71.0,-88.0,-84.0,-94.0,,,
Corridor,Empty,-53.0,-70.0,,,-72.0,-74.0,,,-72.0,-78.0,-77.0,-90.0,-87.0,,-79.0,-93.0,-80.0,-97.0,-70.0,-87.0,-70.0,-88.0,-81.0,-94.0,,,
Corridor,Empty,-50.0,-66.0,,,-72.0,-79.0,,,-74.0,-74.0,-76.0,-88.0,-83.0,-94.0,-86.0,-93.0,-85.0,-97.0,-70.0,-87.0,-69.0,-88.0,-83.0,-90.0,,,
Corridor,Empty,-59.0,-66.0,,,-74.0,-80.0,,,-73.0,-74.0,-76.0,-87.0,-83.0,-94.0,-85.0,-93.0,-85.0,-97.0,-70.0,-87.0,-69.0,-81.0,-84.0,-95.0,,,
Corridor,Empty,-53.0,-69.0,,,-70.0,-80.0,,,-67.0,-80.0,-74.0,-87.0,-83.0,-93.0,-80.0,-93.0,-86.0,-97.0,-74.0,-92.0,-69.0,-81.0,-79.0,-95.0,,,
Corridor,Empty,-49.0,-73.0,,,-75.0,-80.0,,,-68.0,-77.0,-74.0,-87.0,-83.0,-95.0,-83.0,,-86.0,-97.0,-74.0,-92.0,-70.0,-81.0,-79.0,-95.0,,,
Corridor,Empty,-53.0,-67.0,,,-75.0,-80.0,,,-73.0,-82.0,-74.0,-92.0,-78.0,-95.0,-78.0,,-86.0,-97.0,-74.0,-92.0,-68.0,-81.0,-84.0,-95.0,,-94.0,
Corridor,Empty,-55.0,-66.0,,,-73.0,-76.0,,,-73.0,-77.0,-77.0,-89.0,-78.0,-94.0,-78.0,,-87.0,,-84.0,-92.0,-68.0,-81.0,-84.0,-95.0,,-94.0,
Corridor,Empty,-47.0,-71.0,,,-73.0,-80.0,,,-67.0,-81.0,-81.0,-89.0,-78.0,-94.0,-81.0,,-86.0,,-84.0,-92.0,-68.0,-86.0,-82.0,-95.0,,-96.0,
Corridor,Empty,-53.0,-71.0,,,-70.0,-80.0,,,-71.0,-78.0,-83.0,-86.0,-81.0,-95.0,-81.0,-93.0,-86.0,,-84.0,-92.0,-68.0,-82.0,-84.0,-95.0,-86.0,-96.0,
Corridor,Empty,-41.0,-60.0,,,-70.0,-81.0,,,-76.0,-81.0,-83.0,-92.0,-81.0,-95.0,-79.0,-93.0,-86.0,,-84.0,-97.0,-66.0,-83.0,-85.0,-95.0,-85.0,-92.0,
Corridor,Empty,-46.0,-58.0,,,-75.0,-78.0,,,-70.0,-81.0,-82.0,-92.0,-80.0,-92.0,-86.0,-93.0,-86.0,,-81.0,-97.0,-65.0,-82.0,-85.0,-95.0,-81.0,-92.0,
Corridor,Empty,-43.0,-58.0,,,-74.0,-78.0,,,-73.0,-81.0,-78.0,-90.0,-83.0,-92.0,-85.0,-93.0,-86.0,,-85.0,-97.0,-73.0,-82.0,-85.0,-95.0,-85.0,-92.0,
Corridor,Empty,-43.0,-68.0,,,-74.0,-83.0,,,-73.0,-81.0,-74.0,-89.0,-76.0,-93.0,-84.0,-93.0,-86.0,,-80.0,-95.0,-72.0,-82.0,-83.0,-95.0,-85.0,-92.0,
Corridor,Empty,-49.0,-69.0,,,-69.0,-72.0,,,-73.0,-76.0,-74.0,-86.0,-78.0,-93.0,-83.0,-95.0,-86.0,,-84.0,-95.0,-72.0,-82.0,-81.0,-95.0,-84.0,-93.0,
Corridor,Empty,-50.0,-72.0,,,-69.0,-70.0,,,-73.0,-73.0,-74.0,-86.0,-80.0,-93.0,-83.0,-94.0,-86.0,,-84.0,-95.0,-68.0,-82.0,-81.0,-92.0,-84.0,-93.0,
Corridor,Empty,-63.0,-73.0,,,-69.0,-65.0,,,-69.0,-66.0,-72.0,-80.0,-80.0,-93.0,-83.0,-94.0,-86.0,,-84.0,-87.0,-72.0,-82.0,-74.0,-87.0,-84.0,-93.0,
Garden,Empty,,,-72.0,,,-92.0,,,,-93.0,-86.0,-92.0,,,-76.0,-93.0,,-93.0,,,,,,,,-95.0,-91.0
Garden,Empty,,,-71.0,-89.0,,-92.0,,-89.0,,-93.0,-84.0,-92.0,,,-83.0,-93.0,,-93.0,,,,,,,-81.0,-93.0,-91.0
Garden,Empty,,,-72.0,-89.0,,-92.0,,-89.0,-86.0,-93.0,-84.0,-92.0,,,-80.0,-93.0,,-90.0,,,,,,,-81.0,-87.0,-91.0
Garden,Empty,-86.0,,-77.0,-89.0,,-92.0,,-89.0,-86.0,-91.0,-81.0,-95.0,,,-84.0,-93.0,,-88.0,,,,,,,-81.0,-92.0,-90.0
Garden,Empty,-86.0,,-73.0,-87.0,,-92.0,-72.0,-90.0,-86.0,-91.0,-76.0,-95.0,,,-81.0,-93.0,,-95.0,,,,,,-92.0,-81.0,-92.0,-93.0
Garden,Empty,-86.0,,-75.0,-89.0,,-92.0,-83.0,-89.0,-86.0,-91.0,-76.0,-94.0,,,-82.0,-93.0,,-95.0,,,,,,-95.0,-81.0,-89.0,-87.0
Garden,Empty,-86.0,,-79.0,-91.0,,-92.0,-83.0,-90.0,-86.0,-91.0,-79.0,-94.0,,,-84.0,-93.0,,-95.0,,,,,,-92.0,-80.0,-91.0,-87.0
Garden,Empty,-86.0,,-79.0,-91.0,,-92.0,-83.0,-88.0,-86.0,-91.0,-83.0,-94.0,,,-83.0,-93.0,,-95.0,,,,,,-95.0,-80.0,-88.0,-88.0
Garden,Empty,-86.0,,-78.0,-92.0,,-94.0,-76.0,-93.0,-86.0,-91.0,-83.0,-96.0,,,-84.0,-93.0,,-95.0,,,,,,-95.0,-81.0,-87.0,-82.0
Garden,Empty,-86.0,,-78.0,-94.0,-82.0,-94.0,-76.0,-92.0,-86.0,-91.0,-83.0,-92.0,,,-84.0,-93.0,,-95.0,,,,,-73.0,-95.0,-82.0,-88.0,-82.0
Garden,Empty,-86.0,,-83.0,-94.0,-77.0,-94.0,-76.0,-92.0,,-91.0,-84.0,-94.0,,,-84.0,,,-95.0,,,,,-73.0,-90.0,-82.0,-89.0,-91.0
Garden,Empty,,,-81.0,-94.0,-82.0,-92.0,-76.0,-92.0,,,-81.0,-94.0,,,-84.0,,,-95.0,,,,,-73.0,-90.0,-82.0,-75.0,-89.0
Garden,Empty,,,-81.0,-96.0,-87.0,-92.0,-76.0,-92.0,,,-79.0,-94.0,,,-85.0,,,,,,,,-73.0,-90.0,-82.0,-85.0,-85.0
Garden,Empty,,,-85.0,-96.0,-87.0,-92.0,-76.0,-92.0,,,-83.0,-93.0,,,-85.0,,,,,,,,-73.0,-90.0,-82.0,-87.0,-85.0
Garden,Empty,,,-87.0,-96.0,-87.0,-92.0,-76.0,-93.0,,,-83.0,-96.0,,,-85.0,,,,,,,,-73.0,-90.0,-83.0,-87.0,-80.0
Garden,Empty,,,-87.0,-96.0,-87.0,-90.0,-76.0,-93.0,,,-83.0,-96.0,,,-85.0,,,,,,,,-73.0,-95.0,-84.0,-87.0,-92.0
Garden,Empty,,,-87.0,-93.0,-81.0,-95.0,-81.0,-93.0,,,-82.0,-90.0,,,-89.0,,,,,,,,-73.0,-94.0,-84.0,-95.0,-90.0
Garden,Empty,,,-81.0,-95.0,-81.0,-95.0,-80.0,-93.0,,,-82.0,-96.0,,,-89.0,,,,,,,,,-94.0,-85.0,-94.0,-90.0
Garden,Empty,,,-81.0,-95.0,-81.0,-95.0,-87.0,-93.0,,,-82.0,-96.0,,,-89.0,,,,,,,,,-84.0,-85.0,-94.0,-92.0
Garden,Empty,,,-87.0,-95.0,-81.0,-95.0,-87.0,-93.0,,,-85.0,-96.0,,,-89.0,,,,,,,,,-88.0,-85.0,-94.0,-92.0
Garden,Empty,,,-87.0,-95.0,-81.0,-95.0,-81.0,-93.0,,,-85.0,-96.0,,,-89.0,-96.0,,,,,,,-77.0,-83.0,-82.0,-94.0,-92.0
Garden,Empty,,,-87.0,-95.0,-81.0,-95.0,-81.0,-93.0,,,-84.0,-96.0,,,-89.0,-96.0,,,,,,,-84.0,-88.0,-85.0,-95.0,-92.0
Garden,Empty,,,-87.0,-95.0,-81.0,-95.0,-86.0,,,,-84.0,-96.0,,,-88.0,-96.0,,,,,,,-81.0,-83.0,-86.0,-95.0,-92.0
Garden,Empty,,,-87.0,-95.0,,-95.0,-87.0,,,,-88.0,-96.0,,,-88.0,-96.0,,,,,,,-76.0,-80.0,-86.0,-95.0,-92.0
Garden,Empty,,,-87.0,,-84.0,,-87.0,,,,-80.0,-95.0,,,-88.0,-96.0,,,,,,,-67.0,-67.0,-86.0,-95.0,-92.0
Garden,Empty,,,-87.0,,-84.0,,-87.0,,,,-80.0,-95.0,,,-88.0,-96.0,,,,,,,-73.0,-79.0,-84.0,-95.0,-92.0
Garden,Empty,,,-92.0,,-84.0,,-87.0,,,,-80.0,-95.0,,,-88.0,-96.0,,,,,,,-84.0,-90.0,-84.0,-94.0,-94.0
Garden,Empty,,,-83.0,,-82.0,,-81.0,-89.0,,,-78.0,-95.0,,,-88.0,,,,,,,,-84.0,-90.0,-84.0,-94.0,-89.0
Garden,Empty,,,-83.0,-93.0,-84.0,,-87.0,-92.0,,,-78.0,-95.0,-81.0,-93.0,-88.0,,,,,,,,-84.0,-90.0,-79.0,-74.0,-89.0
Garden,Empty,,,-83.0,-87.0,-84.0,,-87.0,-89.0,,,-78.0,-95.0,-78.0,-93.0,-83.0,-96.0,,,,,,,-84.0,-90.0,-79.0,-85.0,-85.0
Garden,Empty,,,-83.0,-96.0,-84.0,,-87.0,-88.0,,,-80.0,-95.0,-78.0,-93.0,-86.0,-96.0,,,,,,,-84.0,-90.0,-79.0,-82.0,-84.0
Garden,Empty,,,-80.0,-92.0,-84.0,,-76.0,-92.0,,,-80.0,-95.0,-79.0,-93.0,-86.0,-96.0,,,,,,,-87.0,,-79.0,-90.0,-82.0
Garden,Empty,,,-66.0,-89.0,-82.0,,-80.0,-87.0,,,-81.0,-96.0,-83.0,-94.0,-86.0,-96.0,,,,,,,-87.0,,-81.0,-82.0,-86.0
Garden,Empty,,,-67.0,-87.0,-82.0,,-77.0,-86.0,,,-81.0,-94.0,-79.0,-94.0,-86.0,-96.0,,,,,,,-87.0,,-82.0,-83.0,-88.0
Garden,Empty,,,-75.0,-88.0,-82.0,,-77.0,-89.0,,,-81.0,-94.0,-79.0,-92.0,-83.0,-96.0,,,,,,,-87.0,,-74.0,-85.0,-88.0
Garden,Empty,,,-67.0,-88.0,-82.0,,-78.0,-89.0,,,-81.0,-94.0,-79.0,-92.0,-83.0,-96.0,,,,,,,-87.0,,-74.0,-85.0,-89.0
Garden,Empty,,,-69.0,-88.0,-82.0,,-78.0,-89.0,,,-81.0,-94.0,-79.0,-94.0,-83.0,,,,,,,,-87.0,,-70.0,-85.0,-92.0
Garden,Empty,,,-76.0,-91.0,-82.0,,-81.0,-90.0,,,-80.0,-95.0,-77.0,-94.0,-80.0,,,,,,,,-87.0,,-70.0,-78.0,-90.0
Garden,Empty,-87.0,,-81.0,-91.0,-82.0,,-79.0,-93.0,,,-80.0,-95.0,-77.0,-94.0,-82.0,,,,,,,,,,-70.0,-78.0,-85.0
Garden,Empty,-87.0,,-85.0,-92.0,-82.0,,-79.0,-91.0,,,-80.0,-95.0,-77.0,-94.0,-82.0,,,,,,,,,,-76.0,-86.0,-89.0
Garden,Empty,-87.0,,-85.0,-89.0,-82.0,,-79.0,-87.0,,,-83.0,-95.0,-77.0,-94.0,-84.0,,,,,,,,,,-76.0,-88.0,-87.0
Garden,Empty,-87.0,,-74.0,-96.0,-82.0,,-73.0,-91.0,,,-83.0,-95.0,-77.0,-94.0,-84.0,,,,,,,,,,-76.0,-80.0,-89.0
Garden,Empty,-87.0,,-74.0,-96.0,-82.0,,-88.0,-89.0,-89.0,,-85.0,-94.0,-77.0,-88.0,-84.0,-96.0,-87.0,-95.0,,,,,,,-85.0,-89.0,-86.0
Garden,Empty,-87.0,,-74.0,-90.0,-82.0,,-88.0,-89.0,-89.0,,-85.0,-94.0,-77.0,-88.0,-84.0,-96.0,-87.0,-95.0,,,,,,,-82.0,-89.0,-88.0
Garden,Empty,-87.0,,-83.0,-90.0,-82.0,,-88.0,-89.0,-89.0,,-87.0,-92.0,-77.0,-88.0,-86.0,-92.0,-87.0,-95.0,,,,,,,-82.0,-74.0,-91.0
Garden,Empty,-87.0,,-83.0,-89.0,-82.0,,-88.0,-88.0,-89.0,,-87.0,-92.0,,-88.0,-81.0,-92.0,-87.0,-95.0,,,,,,,-82.0,-90.0,-84.0
